x,y
00:03.1,-0.908989613
00:03.1,0.379856148
00:03.1,-0.047229357
00:03.1,0.209804986
00:03.1,-0.43194148
00:03.1,0.639732466
00:03.1,0.520862332
00:03.1,0.291772152
00:03.1,-0.064758623
00:03.1,0.289928643
00:03.1,-0.353446284
00:03.1,0.42777783
00:03.1,0.824740447
00:03.1,0.53530528
00:03.1,-0.364801235
00:03.1,0.180708659
00:03.1,-0.646570772
00:03.1,0.286195156
00:03.1,0.225301706
00:03.1,-0.93490817
00:03.1,-0.580891922
00:03.1,-0.141569448
00:03.1,-0.150429874
00:03.1,-0.604738468
00:03.1,0.194489365
00:03.1,0.125736804
00:03.1,-0.097134566
00:03.1,-0.37789575
00:03.1,0.524353563
00:03.1,0.827703557
00:03.1,-0.241780742
00:03.1,-0.306083459
00:03.1,0.245603833
00:03.1,-0.17901469
00:03.1,-0.0696986
00:03.1,0.369826576
00:03.1,-0.954678044
00:03.1,0.659151162
00:03.1,0.036340262
00:03.1,-0.205746572
00:03.1,-0.044617077
00:03.1,-0.018785322
00:03.1,-0.865600652
00:03.1,0.747469114
00:03.1,0.020662816
00:03.1,0.221501065
00:03.1,0.475774885
00:03.1,-0.510581229
00:03.1,0.23673595
00:03.1,-0.133820545
00:03.1,0.423385388
00:03.1,-1.06361371
00:03.1,-0.04954715
00:03.1,-0.301410328
00:03.1,0.216131475
00:03.1,0.235022094
00:03.1,-0.353812947
00:03.1,-0.356086932
00:03.1,-0.055332684
00:03.1,-0.448321114
00:03.1,0.420991848
00:03.2,-0.1846036
00:03.2,-1.45349411
00:03.2,-0.187411028
00:03.2,-0.51927191
00:03.2,-0.815637908
00:03.2,-0.618713319
00:03.2,0.054704236
00:03.2,0.664320414
00:03.2,0.156592237
00:03.2,-0.303251694
00:03.2,0.227952098
00:03.2,-0.229545155
00:03.2,-0.347300185
00:03.2,-0.577181334
00:03.2,-0.875914403
00:03.2,-0.194961853
00:03.2,0.079026745
00:03.2,-0.048311835
00:03.2,-0.207983464
00:03.2,-0.47287303
00:03.2,0.304123096
00:03.2,-0.65856596
00:03.2,0.388013957
00:03.2,-0.501108509
00:03.2,-0.376217619
00:03.2,-0.733392595
00:03.2,-0.250701073
00:03.2,0.487656229
00:03.2,0.257814044
00:03.2,0.489211056
00:03.2,0.261071273
00:03.2,-0.551834914
00:03.2,-0.165394612
00:03.2,-0.390099565
00:03.2,0.665287452
00:03.2,-0.598394323
00:03.2,0.446848845
00:03.2,0.446476935
00:03.2,0.914810101
00:03.2,-0.204843296
00:03.2,0.35616108
00:03.2,1.140825918
00:03.2,-0.308820838
00:03.2,-0.767520124
00:03.2,-0.940005017
00:03.2,0.356356014
00:03.2,-0.941575104
00:03.2,-0.186159526
00:03.2,0.218656594
00:03.2,0.092587768
00:03.2,0.212722432
00:03.2,0.111144928
00:03.2,0.639432907
00:03.2,-0.47615819
00:03.2,-0.338497569
00:03.2,-0.386329723
00:03.2,0.415095906
00:03.2,0.450199294
00:03.2,0.22561266
00:03.2,0.591746833
00:03.2,-0.589020434
00:03.2,0.833612056
00:03.2,0.761619311
00:03.2,0.367810999
00:03.2,0.890899454
00:03.2,-0.828311604
00:03.2,-0.262224068
00:03.2,-0.36765173
00:03.2,0.360739662
00:03.2,-0.52507037
00:03.2,0.378747575
00:03.2,0.685268072
00:03.2,0.34760145
00:03.2,0.141875512
00:03.2,-0.49393667
00:03.2,-0.423425483
00:03.2,0.624809453
00:03.2,0.389674502
00:03.2,-0.01950976
00:03.2,-0.208954773
00:03.2,-1.012903937
00:03.2,-0.535426209
00:03.2,0.955709544
00:03.2,-0.640227786
00:03.2,0.094739911
00:03.2,0.503721987
00:03.2,-0.627461334
00:03.2,0.092355237
00:03.2,0.468957769
00:03.2,0.006249661
00:03.2,1.434201528
00:03.2,-0.834299629
00:03.2,0.529364265
00:03.2,-0.086400869
00:03.2,0.385960077
00:03.2,0.220653576
00:03.2,-0.366578099
00:03.2,0.114498196
00:03.2,-0.928950726
00:03.2,0.30162375
00:03.3,0.149079233
00:03.3,0.319330084
00:03.3,0.529059163
00:03.3,0.18380992
00:03.3,0.07404471
00:03.3,-0.440534168
00:03.3,-0.356110382
00:03.3,0.59336731
00:03.3,0.718167703
00:03.3,-0.119055218
00:03.3,0.023001374
00:03.3,-0.452307187
00:03.3,0.586378423
00:03.3,0.332708412
00:03.3,0.970608718
00:03.3,-0.439161539
00:03.3,-0.18900395
00:03.3,0.115722961
00:03.3,0.323244769
00:03.3,-0.107833819
00:03.3,-0.436480545
00:03.3,0.440703764
00:03.3,0.360567681
00:03.3,-0.45813705
00:03.3,0.677721401
00:03.3,0.585099355
00:03.3,0.067148249
00:03.3,0.039798931
00:03.3,0.277028886
00:03.3,-0.430851535
00:03.3,0.01501574
00:03.3,-1.076191772
00:03.3,0.438227823
00:03.3,-0.780746611
00:03.3,0.751709914
00:03.3,-0.165060047
00:03.3,-0.105833491
00:03.3,-0.313866953
00:03.3,-0.144019437
00:03.3,0.709265673
00:03.3,-1.243904328
00:03.3,0.638482693
00:03.3,0.169011741
00:03.3,-0.603510824
00:03.3,-0.537656197
00:03.3,0.838196514
00:03.3,-0.47275344
00:03.3,-0.576675255
00:03.3,0.568657271
00:03.3,0.169276438
00:03.3,-0.468962788
00:03.3,0.108312488
00:03.3,-0.512876342
00:03.3,0.550410699
00:03.3,0.530685482
00:03.3,0.266003099
00:03.3,0.180830531
00:03.3,0.880594062
00:03.3,-0.000156836
00:03.3,-0.590937063
00:03.3,0.224736956
00:03.3,1.043023525
00:03.3,-0.507379747
00:03.3,-0.180731383
00:03.3,0.208223019
00:03.3,-0.026952425
00:03.3,-0.49115179
00:03.3,0.560928928
00:03.3,1.160020361
00:03.3,0.09806573
00:03.3,-0.452034145
00:03.3,-0.774480263
00:03.3,0.128987991
00:03.3,0.551938672
00:03.3,0.237583873
00:03.3,-0.00120192
00:03.3,-0.294635826
00:03.3,-0.546081816
00:03.3,0.417375663
00:03.3,0.456885811
00:03.3,-0.772864893
00:03.3,0.794919489
00:03.3,0.28703561
00:03.3,0.699797323
00:03.3,-0.671063874
00:03.3,-0.682912078
00:03.3,-0.074484655
00:03.3,0.251392213
00:03.3,0.898180411
00:03.3,0.353039457
00:03.3,-0.121340638
00:03.3,-0.513184604
00:03.3,0.615000286
00:03.3,-0.482352713
00:03.3,0.814234277
00:03.3,-0.142192325
00:03.3,0.795291036
00:03.3,0.339465645
00:03.3,-0.068497745
00:03.3,-0.259698186
00:03.4,-0.170453939
00:03.4,0.214158346
00:03.4,0.038578248
00:03.4,-0.296905704
00:03.4,-0.082815705
00:03.4,0.039288515
00:03.4,-1.064367047
00:03.4,0.229084057
00:03.4,-0.489860612
00:03.4,-0.576666202
00:03.4,-0.843672174
00:03.4,-0.896946249
00:03.4,-0.677723752
00:03.4,-0.354510479
00:03.4,0.976629569
00:03.4,-0.262939838
00:03.4,0.088875053
00:03.4,0.200240693
00:03.4,0.065532593
00:03.4,-0.03872173
00:03.4,-0.597646882
00:03.4,0.725463774
00:03.4,0.903598322
00:03.4,-0.841329347
00:03.4,-0.512014295
00:03.4,-0.139905171
00:03.4,-0.482268897
00:03.4,0.252982777
00:03.4,-0.364136101
00:03.4,1.082528034
00:03.4,0.595274297
00:03.4,0.106287015
00:03.4,0.513493132
00:03.4,0.552950212
00:03.4,-0.281973744
00:03.4,-0.408108622
00:03.4,0.039071531
00:03.4,0.430818062
00:03.4,0.069530199
00:03.4,-0.788498241
00:03.4,-0.401412222
00:03.4,-0.036986432
00:03.4,-0.037832802
00:03.4,0.986271088
00:03.4,-0.692993971
00:03.4,0.252794621
00:03.4,0.744556554
00:03.4,1.135724873
00:03.4,-0.202198712
00:03.4,0.245714726
00:03.4,0.284880179
00:03.4,0.097740866
00:03.4,-0.049422601
00:03.4,0.217987695
00:03.4,-1.266123043
00:03.4,0.341034745
00:03.4,0.063088952
00:03.4,-0.111237448
00:03.4,1.023431098
00:03.4,-0.337467009
00:03.4,-0.201537995
00:03.4,0.995776651
00:03.4,-0.416030652
00:03.4,-0.275057641
00:03.4,-0.073512712
00:03.4,0.420367241
00:03.4,0.103901254
00:03.4,-0.646312674
00:03.4,-0.266084282
00:03.4,-0.303677217
00:03.4,-0.038610523
00:03.4,0.212921829
00:03.4,0.209102878
00:03.4,-0.888005877
00:03.4,0.531970494
00:03.4,0.126284423
00:03.4,0.692266024
00:03.4,0.222099164
00:03.4,0.550661479
00:03.4,0.233272656
00:03.4,0.673112878
00:03.4,0.261125318
00:03.4,-0.048957623
00:03.4,1.13621736
00:03.4,0.444518561
00:03.4,0.286872211
00:03.4,-0.638152208
00:03.4,-0.644153809
00:03.4,0.146357741
00:03.4,0.072760599
00:03.4,-0.307061283
00:03.4,0.07049135
00:03.4,0.794313464
00:03.4,0.347701237
00:03.4,-0.570504255
00:03.4,-0.055754414
00:03.4,-0.40248324
00:03.4,-0.193849958
00:03.4,-0.206807833
00:03.4,-0.238822791
00:03.5,-0.627567686
00:03.5,-0.063827341
00:03.5,-0.280303818
00:03.5,-1.464724345
00:03.5,1.026486012
00:03.5,0.544384827
00:03.5,-0.188150362
00:03.5,0.009409525
00:03.5,-0.585827174
00:03.5,0.847861439
00:03.5,0.948644347
00:03.5,0.078346864
00:03.5,0.511765322
00:03.5,0.087643389
00:03.5,-0.668362719
00:03.5,-0.205911684
00:03.5,0.065963983
00:03.5,-0.227273859
00:03.5,-0.109326639
00:03.5,-0.045699779
00:03.5,-0.040439249
00:03.5,0.026129245
00:03.5,-0.530302533
00:03.5,-0.358508075
00:03.5,-0.642292133
00:03.5,0.488907775
00:03.5,-1.052823471
00:03.5,0.576795172
00:03.5,0.693174699
00:03.5,-0.151090293
00:03.5,-1.301568544
00:03.5,-0.180655281
00:03.5,-0.032092081
00:03.5,-0.50529911
00:03.5,-0.257609197
00:03.5,0.765097599
00:03.5,0.332463581
00:03.5,-0.462282057
00:03.5,-0.798799585
00:03.5,-0.163508659
00:03.5,-0.10672839
00:03.5,0.248099594
00:03.5,-0.267658356
00:03.5,0.255749788
00:03.5,0.96757702
00:03.5,0.407750511
00:03.5,-0.024044254
00:03.5,-0.091575236
00:03.5,-0.178336567
00:03.5,0.590320456
00:03.5,-0.313656723
00:03.5,0.022611354
00:03.5,0.025598951
00:03.5,-0.250892096
00:03.5,-0.686232774
00:03.5,0.161487252
00:03.5,-0.030501986
00:03.5,0.250120235
00:03.5,-0.266800153
00:03.5,0.610410649
00:03.5,-0.438386891
00:03.5,0.856020142
00:03.5,-0.873818255
00:03.5,0.217385032
00:03.5,0.237715341
00:03.5,-0.397778534
00:03.5,0.212196969
00:03.5,0.639759335
00:03.5,-1.10840942
00:03.5,0.251372404
00:03.5,-1.24663541
00:03.5,-0.482832402
00:03.5,0.814583182
00:03.5,-0.290891017
00:03.5,-0.586939982
00:03.5,-0.098968864
00:03.5,1.033953169
00:03.5,-0.915841124
00:03.5,-0.525654956
00:03.5,0.748715842
00:03.5,0.928851172
00:03.5,-0.051715612
00:03.5,-0.619526351
00:03.5,1.047921751
00:03.5,0.797221196
00:03.5,0.339473494
00:03.5,-0.406201174
00:03.5,-0.02451467
00:03.5,-0.080180041
00:03.5,0.165425652
00:03.5,0.725500719
00:03.5,0.439708521
00:03.5,-0.538688038
00:03.5,0.688248225
00:03.5,0.15656607
00:03.5,0.343532898
00:03.5,0.73327043
00:03.5,-0.555790125
00:03.5,-0.017912789
00:03.5,-0.265727276
00:03.6,-0.783929713
00:03.6,0.173354989
00:03.6,1.255778276
00:03.6,-0.920038872
00:03.6,-0.016140306
00:03.6,0.320271468
00:03.6,0.061539101
00:03.6,-0.056564026
00:03.6,-0.649608182
00:03.6,0.116393371
00:03.6,-0.378381989
00:03.6,-1.094960852
00:03.6,0.59729611
00:03.6,0.47919291
00:03.6,0.025830488
00:03.6,0.114537344
00:03.6,0.537159006
00:03.6,0.112169828
00:03.6,0.452008777
00:03.6,-0.1487411
00:03.6,0.655991869
00:03.6,0.160392863
00:03.6,0.097025972
00:03.6,-0.635030544
00:03.6,0.143477927
00:03.6,-0.415977459
00:03.6,-0.319141363
00:03.6,-0.407687814
00:03.6,-0.533117466
00:03.6,1.062385702
00:03.6,0.665669531
00:03.6,0.960183751
00:03.6,-0.61144751
00:03.6,0.035626875
00:03.6,-0.646753813
00:03.6,-0.347847439
00:03.6,-0.459063492
00:03.6,0.619792003
00:03.6,-0.198114839
00:03.6,0.534189667
00:03.6,0.302060445
00:03.6,1.151819376
00:03.6,-0.739722112
00:03.6,0.62961662
00:03.6,0.573220435
00:03.6,-0.486689419
00:03.6,0.503566668
00:03.6,0.168072482
00:03.6,-0.11373813
00:03.6,-0.411967743
00:03.6,-0.359554726
00:03.6,1.024906048
00:03.6,0.000341409
00:03.6,0.391065001
00:03.6,-0.395449691
00:03.6,-0.389926473
00:03.6,0.540992405
00:03.6,-0.674788106
00:03.6,-0.207606884
00:03.6,0.017013706
00:03.6,0.055686301
00:03.6,-0.089546643
00:03.6,0.197909891
00:03.6,0.346427878
00:03.6,0.367318773
00:03.6,-0.492901904
00:03.6,-0.142077549
00:03.6,0.597381431
00:03.6,0.447323594
00:03.6,-0.686429726
00:03.6,0.17573995
00:03.6,-0.989112625
00:03.6,0.023467451
00:03.6,0.948883508
00:03.6,-0.473946359
00:03.6,-0.417161523
00:03.6,0.382014891
00:03.6,-0.771400758
00:03.6,-0.316377515
00:03.6,0.298220569
00:03.6,-0.317142924
00:03.6,-0.117984994
00:03.6,0.372092855
00:03.6,0.210773042
00:03.6,0.133409198
00:03.6,-0.16956114
00:03.6,0.185030558
00:03.6,-0.06186634
00:03.6,0.228902805
00:03.6,-0.248466013
00:03.6,-0.091284487
00:03.6,-0.494978896
00:03.6,-0.017503805
00:03.6,-0.405500432
00:03.6,-0.557023225
00:03.6,0.129330574
00:03.6,0.106369888
00:03.6,0.391436867
00:03.6,-0.215562785
00:03.6,0.204026423
00:03.7,0.275398786
00:03.7,0.222386904
00:03.7,-0.412826841
00:03.7,0.074681741
00:03.7,0.182070148
00:03.7,0.003589233
00:03.7,-1.043238829
00:03.7,0.080244812
00:03.7,1.10626552
00:03.7,-0.180019634
00:03.7,-0.364038549
00:03.7,0.18667428
00:03.7,0.156189105
00:03.7,0.596367583
00:03.7,-0.628934078
00:03.7,0.365690126
00:03.7,0.295211031
00:03.7,-0.071073268
00:03.7,0.169343659
00:03.7,0.514728741
00:03.7,0.43615769
00:03.7,-0.571509656
00:03.7,0.410079093
00:03.7,-0.032344303
00:03.7,0.036437049
00:03.7,0.036598496
00:03.7,-0.075121494
00:03.7,0.595853749
00:03.7,-0.04185898
00:03.7,-0.559773064
00:03.7,-0.196764928
00:03.7,0.089347358
00:03.7,0.614607392
00:03.7,0.301547342
00:03.7,-0.425267639
00:03.7,1.242594958
00:03.7,0.132387655
00:03.7,0.637695369
00:03.7,-0.075857217
00:03.7,0.266679622
00:03.7,0.419734252
00:03.7,0.609097356
00:03.7,0.528684153
00:03.7,0.4360985
00:03.7,-0.157543366
00:03.7,-0.285873021
00:03.7,0.166303755
00:03.7,0.466564036
00:03.7,-0.11136035
00:03.7,0.532585983
00:03.7,0.726308373
00:03.7,-0.45816046
00:03.7,-0.418460352
00:03.7,-0.070187529
00:03.7,0.153806334
00:03.7,-0.262283507
00:03.7,0.676101339
00:03.7,0.212033431
00:03.7,0.019723524
00:03.7,-0.717954762
00:03.7,-0.657907908
00:03.7,0.140504625
00:03.7,-1.066297813
00:03.7,0.506318705
00:03.7,-0.079076922
00:03.7,1.621546485
00:03.7,1.153958125
00:03.7,-0.090724535
00:03.7,-0.053168501
00:03.7,0.497790757
00:03.7,0.851586305
00:03.7,-0.819014529
00:03.7,-0.893187733
00:03.7,-0.311017403
00:03.7,0.291368792
00:03.7,0.248436795
00:03.7,0.534885727
00:03.7,-0.599848764
00:03.7,-1.158071931
00:03.7,0.429007098
00:03.7,-0.414098136
00:03.7,-1.009243932
00:03.7,0.072531873
00:03.7,0.396587844
00:03.7,-0.061028566
00:03.7,-0.228924193
00:03.7,-0.079681116
00:03.7,-0.185291381
00:03.7,-0.674023556
00:03.7,-0.357340338
00:03.7,0.260639953
00:03.7,0.160839271
00:03.7,0.084029903
00:03.7,-0.497574241
00:03.7,-0.090751581
00:03.7,-1.088532523
00:03.7,0.089238332
00:03.7,0.714428854
00:03.7,-0.737066066
00:03.7,-0.292963837
00:03.8,0.164553389
00:03.8,0.626421317
00:03.8,-0.224112308
00:03.8,-0.346125165
00:03.8,-0.984461571
00:03.8,0.051719065
00:03.8,1.02103802
00:03.8,0.138679231
00:03.8,-0.01113949
00:03.8,0.161041155
00:03.8,-0.005546002
00:03.8,-0.406507186
00:03.8,0.411639958
00:03.8,0.112880762
00:03.8,0.008806626
00:03.8,-0.487683014
00:03.8,0.651753966
00:03.8,0.332351373
00:03.8,-0.276460419
00:03.8,0.500912427
00:03.8,-0.248785419
00:03.8,-0.391001746
00:03.8,-0.379851559
00:03.8,-0.885534277
00:03.8,0.23577119
00:03.8,-0.915572439
00:03.8,-0.614221916
00:03.8,-1.037794005
00:03.8,-0.043034846
00:03.8,-0.07516023
00:03.8,-0.163348107
00:03.8,-0.521288847
00:03.8,-0.586116877
00:03.8,0.232184932
00:03.8,-0.275275966
00:03.8,0.158179161
00:03.8,-0.442624343
00:03.8,0.090531371
00:03.8,0.651639019
00:03.8,0.2930829
00:03.8,-0.206206909
00:03.8,0.128599485
00:03.8,-0.120332587
00:03.8,0.003940092
00:03.8,-0.162805526
00:03.8,-0.082167603
00:03.8,0.106046677
00:03.8,-0.49667935
00:03.8,-0.507939413
00:03.8,-0.694271277
00:03.8,-0.800135552
00:03.8,-0.608641346
00:03.8,0.079731253
00:03.8,-0.446393758
00:03.8,0.256807232
00:03.8,0.017356874
00:03.8,-0.984252107
00:03.8,0.327487792
00:03.8,0.405399323
00:03.8,-0.496931337
00:03.8,0.210095771
00:03.8,-0.428249119
00:03.8,0.048835188
00:03.8,-0.632249203
00:03.8,-0.896553226
00:03.8,-0.191408595
00:03.8,-0.061864473
00:03.8,-0.198839847
00:03.8,-0.592015279
00:03.8,-0.199949531
00:03.8,0.134647376
00:03.8,-0.022446515
00:03.8,0.091250515
00:03.8,-0.3350576
00:03.8,0.585858957
00:03.8,-0.588086668
00:03.8,0.243780149
00:03.8,0.590945546
00:03.8,0.240454046
00:03.8,-0.101262114
00:03.8,-0.264148523
00:03.8,0.518043826
00:03.8,-0.711487463
00:03.8,-0.48506213
00:03.8,-0.198778883
00:03.8,0.618826879
00:03.8,0.189883818
00:03.8,-0.484022879
00:03.8,-0.155153853
00:03.8,-0.307161572
00:03.8,-0.354894496
00:03.8,0.489444779
00:03.8,-0.685871565
00:03.8,0.804390428
00:03.8,0.414114845
00:03.8,0.545430835
00:03.8,-0.231469756
00:03.8,-0.07497036
00:03.8,-0.716575907
00:03.8,-0.262331204
00:03.9,0.246827424
00:03.9,0.648031531
00:03.9,-0.553578408
00:03.9,-0.182752968
00:03.9,-0.07564961
00:03.9,-0.697894601
00:03.9,0.295674621
00:03.9,-0.361995166
00:03.9,-0.097695176
00:03.9,-0.225974686
00:03.9,-0.394669253
00:03.9,-0.003522493
00:03.9,-0.107804789
00:03.9,-0.185928941
00:03.9,-0.364230811
00:03.9,0.159762335
00:03.9,0.826808634
00:03.9,0.069943616
00:03.9,0.498059107
00:03.9,-0.695110963
00:03.9,0.07888072
00:03.9,-0.548684159
00:03.9,-0.738462464
00:03.9,-0.369685704
00:03.9,0.595949667
00:03.9,0.475007914
00:03.9,0.121502361
00:03.9,-0.76635028
00:03.9,-0.098140326
00:03.9,0.150850004
00:03.9,0.087768115
00:03.9,-0.921896792
00:03.9,-0.445158924
00:03.9,-0.032038882
00:03.9,0.268145455
00:03.9,-1.098063911
00:03.9,-0.081061988
00:03.9,0.071524385
00:03.9,0.424805994
00:03.9,0.346428792
00:03.9,0.291285659
00:03.9,-0.399970253
00:03.9,-0.954001069
00:03.9,-0.196526379
00:03.9,0.500815913
00:03.9,0.696727264
00:03.9,0.355274551
00:03.9,0.214670411
00:03.9,0.189819824
00:03.9,-0.278059373
00:03.9,-0.065030147
00:03.9,0.834534763
00:03.9,-0.471279003
00:03.9,0.807389395
00:03.9,-0.161014077
00:03.9,0.662716055
00:03.9,-0.703407505
00:03.9,0.292952101
00:03.9,-0.368385068
00:03.9,-0.707633596
00:03.9,0.109267021
00:03.9,0.504735894
00:03.9,-0.422470719
00:03.9,-0.74950798
00:03.9,-0.045922382
00:03.9,-0.043717664
00:03.9,0.274159814
00:03.9,0.474797286
00:03.9,-0.029707591
00:03.9,0.927751657
00:03.9,0.112117372
00:03.9,-0.173213253
00:03.9,-0.80578368
00:03.9,-0.13132976
00:03.9,-0.168193473
00:03.9,0.480152398
00:03.9,0.231241812
00:03.9,-0.589684561
00:03.9,0.086127193
00:03.9,0.335765586
00:03.9,0.76401568
00:03.9,0.443751984
00:03.9,0.380423327
00:03.9,0.030042997
00:03.9,0.194156003
00:03.9,0.62475245
00:03.9,-0.666388699
00:03.9,-0.174719664
00:03.9,-0.386284374
00:03.9,0.189576559
00:03.9,0.615111088
00:03.9,-0.298487143
00:03.9,-1.195152184
00:03.9,-0.206110373
00:03.9,0.456736866
00:03.9,0.268814951
00:03.9,0.214093124
00:03.9,-0.139996651
00:03.9,-0.639515368
00:03.9,0.257647161
00:04.0,-0.417140905
00:04.0,1.092048367
00:04.0,0.285253604
00:04.0,-0.290324151
00:04.0,-0.305692624
00:04.0,-0.046472103
00:04.0,-0.119750961
00:04.0,0.558416888
00:04.0,0.093208085
00:04.0,-0.365815869
00:04.0,0.945220343
00:04.0,0.024654166
00:04.0,0.384419838
00:04.0,-0.304113254
00:04.0,0.181557814
00:04.0,0.155554996
00:04.0,-0.944824646
00:04.0,1.007637555
00:04.0,0.64532223
00:04.0,-0.198597658
00:04.0,-0.55113487
00:04.0,0.173780807
00:04.0,0.04334885
00:04.0,0.177834474
00:04.0,0.095788698
00:04.0,0.253120495
00:04.0,0.72365285
00:04.0,0.284051603
00:04.0,-0.524827749
00:04.0,0.681281426
00:04.0,0.820307282
00:04.0,1.576028367
00:04.0,-0.561747017
00:04.0,0.121441007
00:04.0,-1.041049352
00:04.0,0.276574578
00:04.0,-0.274100149
00:04.0,0.961722897
00:04.0,-0.387307485
00:04.0,-0.844591519
00:04.0,-0.23563187
00:04.0,-0.987743886
00:04.0,0.375549727
00:04.0,-1.032541523
00:04.0,0.014228791
00:04.0,-1.03890591
00:04.0,-0.160148902
00:04.0,0.821689078
00:04.0,0.180323946
00:04.0,-0.431746802
00:04.0,-0.015601744
00:04.0,0.009008436
00:04.0,0.236315173
00:04.0,-0.683429182
00:04.0,0.296283637
00:04.0,-1.352195816
00:04.0,-0.314942276
00:04.0,-0.244136921
00:04.0,0.316663413
00:04.0,0.011315426
00:04.0,-0.702781527
00:04.0,-0.492496563
00:04.0,0.099340005
00:04.0,-0.039533671
00:04.0,-0.289562055
00:04.0,-0.240416895
00:04.0,0.348083999
00:04.0,-0.258846286
00:04.0,-0.044045622
00:04.0,1.084968294
00:04.0,-0.711841318
00:04.0,-0.925921366
00:04.0,0.391794832
00:04.0,-0.339321531
00:04.0,-0.159118764
00:04.0,-0.390578189
00:04.0,-0.12990007
00:04.0,0.799269056
00:04.0,0.401064229
00:04.0,0.431111756
00:04.0,-0.708113528
00:04.0,-0.575576868
00:04.0,-1.41953933
00:04.0,-0.404690411
00:04.0,0.478351593
00:04.0,0.258473258
00:04.0,-0.110756631
00:04.0,-0.011150142
00:04.0,-0.344442771
00:04.0,0.102379441
00:04.0,0.38293914
00:04.0,-0.807943394
00:04.0,0.149823844
00:04.0,0.466217435
00:04.0,-0.207550144
00:04.0,0.350350306
00:04.0,1.407327222
00:04.0,-0.052171396
00:04.0,0.196653525
00:04.0,-0.369028542
00:04.1,0.090625581
00:04.1,0.230135812
00:04.1,0.09742117
00:04.1,-0.50984766
00:04.1,0.103180886
00:04.1,0.731097969
00:04.1,0.224317882
00:04.1,0.480993595
00:04.1,-0.118505985
00:04.1,0.37495012
00:04.1,0.139633919
00:04.1,-0.475455365
00:04.1,0.159260502
00:04.1,-0.495848332
00:04.1,-0.316440137
00:04.1,0.094664154
00:04.1,0.148622137
00:04.1,-0.594616233
00:04.1,0.526992886
00:04.1,0.286003139
00:04.1,-0.352364218
00:04.1,-0.768792398
00:04.1,-0.07245229
00:04.1,-0.222971857
00:04.1,0.056570229
00:04.1,-0.181558331
00:04.1,-1.00372843
00:04.1,-0.194173469
00:04.1,-0.152809556
00:04.1,0.316830512
00:04.1,-0.349099837
00:04.1,0.839337337
00:04.1,-0.955820275
00:04.1,0.655583749
00:04.1,-0.112159485
00:04.1,0.429792436
00:04.1,0.039900742
00:04.1,0.569777768
00:04.1,-0.193680982
00:04.1,-0.549310213
00:04.1,0.710252144
00:04.1,-0.056740323
00:04.1,0.110779237
00:04.1,0.617375957
00:04.1,-0.515977621
00:04.1,0.297745449
00:04.1,-0.294947378
00:04.1,-0.066084678
00:04.1,0.036139483
00:04.1,-0.750110931
00:04.1,-0.389418521
00:04.1,0.675536446
00:04.1,0.443095594
00:04.1,-0.031319789
00:04.1,0.121561729
00:04.1,-0.147121253
00:04.1,0.678291693
00:04.1,-0.100176289
00:04.1,0.115921046
00:04.1,0.573015072
00:04.1,-0.388685742
00:04.1,0.779394592
00:04.1,-0.765230705
00:04.1,0.814821066
00:04.1,-0.186337792
00:04.1,-0.121349374
00:04.1,-0.945005086
00:04.1,-0.227397359
00:04.1,-0.519903266
00:04.1,-0.303823173
00:04.1,-0.068655483
00:04.1,0.478895807
00:04.1,0.103801676
00:04.1,0.153838327
00:04.1,-0.547759694
00:04.1,-0.440377045
00:04.1,0.899362509
00:04.1,-0.367600517
00:04.1,0.828104126
00:04.1,-0.121530599
00:04.1,0.001143968
00:04.1,0.53518258
00:04.1,0.635946211
00:04.1,-0.05540628
00:04.1,-0.194121527
00:04.1,-0.027960224
00:04.1,0.168978764
00:04.1,0.445651843
00:04.1,0.002114929
00:04.1,0.309443149
00:04.1,0.819179866
00:04.1,0.190654806
00:04.1,0.155826428
00:04.1,-0.759455413
00:04.1,-1.315365068
00:04.1,0.194187865
00:04.1,-0.047412116
00:04.1,-0.257391337
00:04.1,0.121765102
00:04.1,-0.030201865
00:04.2,0.563890125
00:04.2,0.043055434
00:04.2,-0.373461643
00:04.2,0.495083119
00:04.2,-0.108565537
00:04.2,0.263268342
00:04.2,-0.238705353
00:04.2,-0.324913443
00:04.2,0.042084115
00:04.2,0.006414322
00:04.2,0.239913518
00:04.2,-0.134322877
00:04.2,-0.918179892
00:04.2,-0.216386942
00:04.2,0.396909234
00:04.2,-0.14868804
00:04.2,-0.123191701
00:04.2,0.493188253
00:04.2,-0.355986614
00:04.2,-0.771401609
00:04.2,-0.08031556
00:04.2,-0.242086976
00:04.2,-0.48312316
00:04.2,-0.087689228
00:04.2,0.245752824
00:04.2,-0.004644281
00:04.2,0.153490536
00:04.2,0.906703849
00:04.2,-0.171439431
00:04.2,0.139174317
00:04.2,-0.254606681
00:04.2,-0.42317986
00:04.2,-0.292453827
00:04.2,-0.239379286
00:04.2,0.179737899
00:04.2,1.174537893
00:04.2,-0.358021718
00:04.2,-0.208312653
00:04.2,-0.031561507
00:04.2,0.197899424
00:04.2,0.131775406
00:04.2,0.642047897
00:04.2,-1.213196035
00:04.2,-1.193464935
00:04.2,-0.247939086
00:04.2,0.548650094
00:04.2,-0.782824016
00:04.2,-1.50381617
00:04.2,0.285589703
00:04.2,0.121828612
00:04.2,-0.545104203
00:04.2,-0.4927698
00:04.2,-0.48487186
00:04.2,0.055267659
00:04.2,-0.313157638
00:04.2,0.247031959
00:04.2,-1.427313331
00:04.2,-0.428425933
